,0,1,2,3,4,5,6,7,8
0,-4.5364191312351085,-3.3342292462840706,-0.5229618230069253,4.815974933243979,-0.0035039438106272414,1.162133777591962,-0.6348779040605791,-8.145499843436907,36.833079614872986
1,7.212260257222964,-7.60337355268228,-1.0275698693337236,5.3631702555669145,-0.09504807710506946,1.247088296486149,-0.6402389858406824,-8.150189000298585,36.832888237209296
2,9.098726411044318,-8.323445405035493,-1.069782236227622,5.701365865002243,-0.20459279168360567,1.3298933367097148,-0.6453446461511385,-8.15487359558136,36.83290789100512
3,-4.6423732366369,-4.676922539449711,-0.5907293856496556,5.815090169665195,-0.33327810948514114,1.4103826201212664,-0.6501943670174875,-8.159553777724781,36.833138864597885
4,-8.911286031948098,0.6878525294096023,0.18734536384948053,5.738977944022434,-0.481667516671467,1.488389868579381,-0.6547876304652507,-8.164229695168382,36.83358144632501
5,-9.172917827446593,5.0433385742244194,0.9719204795717782,5.518028544964237,-0.6480183562958914,1.5637488039426635,-0.6591239185199746,-8.168901496351733,36.834235924523945
6,5.854193114494348,6.986364785027305,1.4704744288191531,5.196664793603766,-0.8300114356345787,1.6362931480696894,-0.6632027132071749,-8.173569329714399,36.83510258753213
7,8.753700982850814,5.422309963308518,1.4559567664197637,4.813858641908012,-1.025327561963714,1.705856622819067,-0.6670234965523905,-8.178233343695926,36.83618172368699
8,0.4879987708438849,0.1280771296879868,0.9632013973065126,4.386778565259239,-1.2316475425594673,1.7722729500493737,-0.670585750581159,-8.182893686735877,36.83747362132599
9,-7.347973359655368,-4.808120000193762,0.09251331393853235,3.927142169893524,-1.4466521846980211,1.83537585161922,-0.6738889573190152,-8.187550507273805,36.83897856878655
10,-7.332648470501037,-5.021985095535197,-1.0558024912250659,3.446667062046982,-1.6680222956555506,1.8949990493871862,-0.6769325987914897,-8.192203953749276,36.84069685440612
11,5.293303298155916,-0.2618621545658202,-2.3172978345698887,2.957070847955679,-1.8934386827082297,1.9509762652118525,-0.6797161570241061,-8.196854174601826,36.84262876652211
12,-4.46771709240163,4.962868766073441,-3.2709517678605238,2.470071133855719,-2.12058215313224,2.0031412209518273,-0.6822391140424006,-8.201501318271037,36.84477459347199
13,-2.0864792603235918,4.982028869948476,-3.5351007932244722,1.9973855259831788,-2.347133514203766,2.051327638465706,-0.6845009518719096,-8.206145533196457,36.84713462359319
14,3.760173941115996,1.2907005084147394,-3.137188957015897,1.5458366087279334,-2.570773573198963,2.095369239612068,-0.6865011525381681,-8.210786967817635,36.849709145223144
15,-0.1558331583705801,-3.0378120709859235,-2.1908858425099442,1.1049718618826714,-2.789183137394018,2.135099746249506,-0.688239198066706,-8.215425770574125,36.85249844669928
16,-1.6312818381259344,-6.344304623879788,-0.8141859422861528,0.6686636745444314,-3.0000430140651106,2.170352880236617,-0.6897145704830541,-8.22006208990551,36.85550281635906
17,-3.716949968098873,-7.320482348448362,0.8699957100514832,0.23308941859789423,-3.2010340104884216,2.2009623634320024,-0.6909267518127451,-8.224696074251323,36.85872254253991
18,3.4344710833667897,-5.772223944622067,2.693322788000527,-0.20557353407222267,-3.3898369339401198,2.226761917694237,-0.6918752240813117,-8.229327872051146,36.86215791357928
19,-3.0604432824573737,-4.178086725221304,4.345007167017338,-0.6511478115812279,-3.564132591696385,2.247585264881918,-0.6925594693142975,-8.23395763174449,36.865809217814586
20,2.979278044789785,0.6125151865001297,5.479301662607204,-1.1074560420444417,-3.7216017910333963,2.2632661268536394,-0.6929789695372122,-8.238585501770952,36.86967674358327
21,-3.4239959708170513,8.131490310106333,5.751934068649961,-1.579795831951745,-3.859925339227329,2.2736382254679937,-0.6931332067756035,-8.243211630570086,36.87376077922279
22,4.151072115724576,7.3475204310755995,4.938881388090069,-2.0722287414880216,-3.9767840435543595,2.2785352825835723,-0.6930216630550086,-8.247836166581438,36.878061613070585
23,-4.692407976273144,-1.2442459563533736,3.2749927845113493,-2.5617474699991174,-4.06985871129066,2.277790558541295,-0.6926432864372568,-8.25245933069058,36.88257953346406
24,-0.7174409999515055,-6.905042880214551,1.1094667170638086,-3.018208757027415,-4.136830149712414,2.271235467611385,-0.6919948891293961,-8.257081557494233,36.887314752667706
25,1.9089045470403185,-6.3733662573975876,-1.2108693204239986,-3.411469342115359,-4.175379166095804,2.258700962546433,-0.6910727493748003,-8.261703049743131,36.892267178654
26,4.066949169961624,-1.7957500561811992,-3.35159554553358,-3.711385964805355,-4.183186567716991,2.240017996098981,-0.6898731454168386,-8.26632393411506,36.89743664332247
27,-3.4166797068980883,3.320121205250999,-4.992358541664661,-3.88781536463983,-4.157999381696541,2.215083740865978,-0.6883923657209552,-8.27094432706571,36.90282297857264
28,-1.1549803947337596,4.473685067023706,-5.815728742341145,-3.9103309142328846,-4.098112881460839,2.18406024882188,-0.6866267396410044,-8.27556430416236,36.90842601630401
